"import_time","rootname","fluxul","detectionid","label","l","b","ella","ellb","fluxerr","flux","sqrtts","spectralindex","spectralindexerr","tstart","tstop","emin","emax","run_l","run_b"
1539884470.4150279,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803430_442804430/T442803430_442804430_E0.1_100_P184.557449_-5.78436",NULL,40624,"Crab-1",184.557,-5.7843,-1,-1,0.31968636372733,13.8547,111.704,2.43319,0.0201591,442803430,442804430,0.1,100,184.557449,-5.78436
1539884465.5594845,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803420_442804420/T442803420_442804420_E0.1_100_P184.557449_-5.78436",NULL,40623,"Crab-1",184.557,-5.7843,-1,-1,0.319641074933017,13.8405,111.644,2.4302,0.0201813,442803420,442804420,0.1,100,184.557449,-5.78436
1539884461.1284418,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803410_442804410/T442803410_442804410_E0.1_100_P184.557449_-5.78436",NULL,40622,"Crab-1",184.557,-5.7843,-1,-1,0.320162032748856,13.8964,111.803,2.43356,0.0201609,442803410,442804410,0.1,100,184.557449,-5.78436
1539884457.1530573,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803400_442804400/T442803400_442804400_E0.1_100_P184.557449_-5.78436",NULL,40621,"Crab-1",184.557,-5.7843,-1,-1,0.320573345906257,13.9365,112.008,2.43397,0.0201095,442803400,442804400,0.1,100,184.557449,-5.78436
1539884452.1866076,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803390_442804390/T442803390_442804390_E0.1_100_P184.557449_-5.78436",NULL,40620,"Crab-1",184.557,-5.7843,-1,-1,0.320476456226046,13.9198,111.901,2.43294,0.0201115,442803390,442804390,0.1,100,184.557449,-5.78436
1539884446.3030946,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803380_442804380/T442803380_442804380_E0.1_100_P184.557449_-5.78436",NULL,40619,"Crab-1",184.557,-5.7843,-1,-1,0.32035281329479,13.9172,111.774,2.43626,0.0201835,442803380,442804380,0.1,100,184.557449,-5.78436
1539884440.5299685,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803370_442804370/T442803370_442804370_E0.1_100_P184.557449_-5.78436",NULL,40618,"Crab-1",184.557,-5.7843,-1,-1,0.321168757943755,13.9884,112.379,2.43148,0.0200366,442803370,442804370,0.1,100,184.557449,-5.78436
1539884435.0931747,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803360_442804360/T442803360_442804360_E0.1_100_P184.557449_-5.78436",NULL,40617,"Crab-1",184.557,-5.7843,-1,-1,0.321867969781823,14.0527,112.575,2.43318,0.0200018,442803360,442804360,0.1,100,184.557449,-5.78436
1539884429.3754635,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803350_442804350/T442803350_442804350_E0.1_100_P184.557449_-5.78436",NULL,40616,"Crab-1",184.557,-5.7843,-1,-1,0.32171512477517,14.0389,112.499,2.43347,0.0199696,442803350,442804350,0.1,100,184.557449,-5.78436
1539884419.6729965,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803340_442804340/T442803340_442804340_E0.1_100_P184.557449_-5.78436",NULL,40615,"Crab-1",184.557,-5.7843,-1,-1,0.321302979516918,14.0051,112.404,2.4327,0.0199709,442803340,442804340,0.1,100,184.557449,-5.78436
1539884412.5655844,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803330_442804330/T442803330_442804330_E0.1_100_P184.557449_-5.78436",NULL,40614,"Crab-1",184.557,-5.7843,-1,-1,0.320483004109825,13.9455,111.916,2.43698,0.0200063,442803330,442804330,0.1,100,184.557449,-5.78436
1539884407.521612,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803320_442804320/T442803320_442804320_E0.1_100_P184.557449_-5.78436",NULL,40613,"Crab-1",184.557,-5.7843,-1,-1,0.320300123727088,13.9572,111.764,2.44301,0.0200688,442803320,442804320,0.1,100,184.557449,-5.78436
1539884385.2612553,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803310_442804310/T442803310_442804310_E0.1_100_P184.557449_-5.78436",NULL,40611,"Crab-1",184.557,-5.7843,-1,-1,0.320310745706368,13.9668,111.621,2.4468,0.0201374,442803310,442804310,0.1,100,184.557449,-5.78436
1539884401.2695754,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803300_442804300/T442803300_442804300_E0.1_100_P184.557449_-5.78436",NULL,40612,"Crab-1",184.557,-5.7843,-1,-1,0.320159180201329,13.9386,111.688,2.44286,0.0201164,442803300,442804300,0.1,100,184.557449,-5.78436
1539884379.3909879,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803290_442804290/T442803290_442804290_E0.1_100_P184.557449_-5.78436",NULL,40610,"Crab-1",184.557,-5.7843,-1,-1,0.320172053463667,13.9436,111.632,2.44411,0.0200755,442803290,442804290,0.1,100,184.557449,-5.78436
1539884374.1601968,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803280_442804280/T442803280_442804280_E0.1_100_P184.557449_-5.78436",NULL,40608,"Crab-1",184.557,-5.7843,-1,-1,0.319625785899764,13.8973,111.332,2.44611,0.0201792,442803280,442804280,0.1,100,184.557449,-5.78436
1539884376.84721,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803270_442804270/T442803270_442804270_E0.1_100_P184.557449_-5.78436",NULL,40609,"Crab-1",184.557,-5.7843,-1,-1,0.319651573131571,13.9153,111.156,2.45245,0.0202771,442803270,442804270,0.1,100,184.557449,-5.78436
1539884368.9678714,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803260_442804260/T442803260_442804260_E0.1_100_P184.557449_-5.78436",NULL,40607,"Crab-1",184.557,-5.7843,-1,-1,0.319915622914213,13.9445,111.309,2.45292,0.020237,442803260,442804260,0.1,100,184.557449,-5.78436
1539884365.9467742,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803250_442804250/T442803250_442804250_E0.1_100_P184.557449_-5.78436",NULL,40606,"Crab-1",184.557,-5.7843,-1,-1,0.319770788444,13.9244,111.363,2.44906,0.020204,442803250,442804250,0.1,100,184.557449,-5.78436
1539884359.6356874,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803240_442804240/T442803240_442804240_E0.1_100_P184.557449_-5.78436",NULL,40604,"Crab-1",184.557,-5.7843,-1,-1,0.319194517587861,13.8627,111.082,2.44768,0.020229,442803240,442804240,0.1,100,184.557449,-5.78436
1539884355.1923378,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803230_442804230/T442803230_442804230_E0.1_100_P184.557449_-5.78436",NULL,40603,"Crab-1",184.557,-5.7843,-1,-1,0.319473358026102,13.8863,111.137,2.44768,0.0202002,442803230,442804230,0.1,100,184.557449,-5.78436
1539884349.927451,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803220_442804220/T442803220_442804220_E0.1_100_P184.557449_-5.78436",NULL,40602,"Crab-1",184.557,-5.7843,-1,-1,0.318999427463625,13.8305,110.813,2.44721,0.0202337,442803220,442804220,0.1,100,184.557449,-5.78436
1539884340.0286732,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803210_442804210/T442803210_442804210_E0.1_100_P184.557449_-5.78436",NULL,40601,"Crab-1",184.557,-5.7843,-1,-1,0.317878379955005,13.713,110.46,2.4409,0.0202097,442803210,442804210,0.1,100,184.557449,-5.78436
1539884333.3486004,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803200_442804200/T442803200_442804200_E0.1_100_P184.557449_-5.78436",NULL,40600,"Crab-1",184.557,-5.7843,-1,-1,0.318133985620508,13.7348,110.466,2.44115,0.0201743,442803200,442804200,0.1,100,184.557449,-5.78436
1539884362.9122002,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803190_442804190/T442803190_442804190_E0.1_100_P184.557449_-5.78436",NULL,40605,"Crab-1",184.557,-5.7843,-1,-1,0.318141037086965,13.7461,110.363,2.4452,0.0201987,442803190,442804190,0.1,100,184.557449,-5.78436
1539884323.2360163,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803180_442804180/T442803180_442804180_E0.1_100_P184.557449_-5.78436",NULL,40598,"Crab-1",184.557,-5.7843,-1,-1,0.318575633963089,13.7832,110.438,2.44601,0.0201427,442803180,442804180,0.1,100,184.557449,-5.78436
1539884328.3526742,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803170_442804170/T442803170_442804170_E0.1_100_P184.557449_-5.78436",NULL,40599,"Crab-1",184.557,-5.7843,-1,-1,0.31896593323285,13.8426,110.548,2.45169,0.0200741,442803170,442804170,0.1,100,184.557449,-5.78436
1539884323.1087859,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803160_442804160/T442803160_442804160_E0.1_100_P184.557449_-5.78436",NULL,40597,"Crab-1",184.557,-5.7843,-1,-1,0.318382877406874,13.791,110.206,2.45267,0.0201003,442803160,442804160,0.1,100,184.557449,-5.78436
1539884318.050183,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803150_442804150/T442803150_442804150_E0.1_100_P184.557449_-5.78436",NULL,40596,"Crab-1",184.557,-5.7843,-1,-1,0.318188693535713,13.7599,110.214,2.44849,0.0201006,442803150,442804150,0.1,100,184.557449,-5.78436
1539884317.9912436,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803140_442804140/T442803140_442804140_E0.1_100_P184.557449_-5.78436",NULL,40595,"Crab-1",184.557,-5.7843,-1,-1,0.317747794858724,13.7196,109.852,2.45021,0.0201593,442803140,442804140,0.1,100,184.557449,-5.78436
1539884312.8941617,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803130_442804130/T442803130_442804130_E0.1_100_P184.557449_-5.78436",NULL,40593,"Crab-1",184.557,-5.7843,-1,-1,0.318067372652252,13.7359,110.01,2.44726,0.0201158,442803130,442804130,0.1,100,184.557449,-5.78436
1539884306.8057165,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803120_442804120/T442803120_442804120_E0.1_100_P184.557449_-5.78436",NULL,40592,"Crab-1",184.557,-5.7843,-1,-1,0.31750362163168,13.6742,109.861,2.44312,0.0201319,442803120,442804120,0.1,100,184.557449,-5.78436
1539884301.8248563,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803110_442804110/T442803110_442804110_E0.1_100_P184.557449_-5.78436",NULL,40591,"Crab-1",184.557,-5.7843,-1,-1,0.317657741472968,13.695,109.812,2.44647,0.0201369,442803110,442804110,0.1,100,184.557449,-5.78436
1539884296.7268686,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803100_442804100/T442803100_442804100_E0.1_100_P184.557449_-5.78436",NULL,40590,"Crab-1",184.557,-5.7843,-1,-1,0.317247281677096,13.6585,109.592,2.44646,0.0201265,442803100,442804100,0.1,100,184.557449,-5.78436
1539884290.6958914,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803090_442804090/T442803090_442804090_E0.1_100_P184.557449_-5.78436",NULL,40589,"Crab-1",184.557,-5.7843,-1,-1,0.317633112587218,13.6907,109.697,2.44696,0.0201367,442803090,442804090,0.1,100,184.557449,-5.78436
1539884285.5112882,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803080_442804080/T442803080_442804080_E0.1_100_P184.557449_-5.78436",NULL,40588,"Crab-1",184.557,-5.7843,-1,-1,0.318120250301153,13.7357,109.866,2.44802,0.0202316,442803080,442804080,0.1,100,184.557449,-5.78436
1539884280.2027924,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803070_442804070/T442803070_442804070_E0.1_100_P184.557449_-5.78436",NULL,40587,"Crab-1",184.557,-5.7843,-1,-1,0.318538539432199,13.7709,110.044,2.44768,0.0202227,442803070,442804070,0.1,100,184.557449,-5.78436
1539884312.9134874,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803060_442804060/T442803060_442804060_E0.1_100_P184.557449_-5.78436",NULL,40594,"Crab-1",184.557,-5.7843,-1,-1,0.319603364045798,13.8619,110.567,2.44504,0.0201571,442803060,442804060,0.1,100,184.557449,-5.78436
1539884274.6043875,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803050_442804050/T442803050_442804050_E0.1_100_P184.557449_-5.78436",NULL,40586,"Crab-1",184.557,-5.7843,-1,-1,0.319331348816943,13.8319,110.432,2.44453,0.0201746,442803050,442804050,0.1,100,184.557449,-5.78436
1539884268.4715908,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803040_442804040/T442803040_442804040_E0.1_100_P184.557449_-5.78436",NULL,40585,"Crab-1",184.557,-5.7843,-1,-1,0.319936628977871,13.8899,110.599,2.44762,0.0201816,442803040,442804040,0.1,100,184.557449,-5.78436
1539884259.1276035,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803030_442804030/T442803030_442804030_E0.1_100_P184.557449_-5.78436",NULL,40584,"Crab-1",184.557,-5.7843,-1,-1,0.320143456268442,13.8937,110.805,2.44358,0.0201643,442803030,442804030,0.1,100,184.557449,-5.78436
1539884254.0072384,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803020_442804020/T442803020_442804020_E0.1_100_P184.557449_-5.78436",NULL,40583,"Crab-1",184.557,-5.7843,-1,-1,0.320243919359715,13.8893,110.846,2.44022,0.020047,442803020,442804020,0.1,100,184.557449,-5.78436
1539884248.0810883,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803010_442804010/T442803010_442804010_E0.1_100_P184.557449_-5.78436",NULL,40582,"Crab-1",184.557,-5.7843,-1,-1,0.320164619321859,13.8883,110.771,2.44128,0.0200722,442803010,442804010,0.1,100,184.557449,-5.78436
1539884235.283552,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442803000_442804000/T442803000_442804000_E0.1_100_P184.557449_-5.78436",NULL,40580,"Crab-1",184.557,-5.7843,-1,-1,0.320098352039089,13.8634,110.931,2.43526,0.0200755,442803000,442804000,0.1,100,184.557449,-5.78436
1539884231.6161575,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442802990_442803990/T442802990_442803990_E0.1_100_P184.557449_-5.78436",NULL,40579,"Crab-1",184.557,-5.7843,-1,-1,0.319779502953014,13.8164,111.015,2.42623,0.0199326,442802990,442803990,0.1,100,184.557449,-5.78436
1539884229.569332,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442802980_442803980/T442802980_442803980_E0.1_100_P184.557449_-5.78436",NULL,40578,"Crab-1",184.557,-5.7843,-1,-1,0.319557334204595,13.7917,110.796,2.4283,0.0200254,442802980,442803980,0.1,100,184.557449,-5.78436
1539884225.8279538,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442802970_442803970/T442802970_442803970_E0.1_100_P184.557449_-5.78436",NULL,40577,"Crab-1",184.557,-5.7843,-1,-1,0.31983378392671,13.8226,110.873,2.42931,0.0199999,442802970,442803970,0.1,100,184.557449,-5.78436
1539884224.9780083,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442802960_442803960/T442802960_442803960_E0.1_100_P184.557449_-5.78436",NULL,40576,"Crab-1",184.557,-5.7843,-1,-1,0.320541694905803,13.9075,111.062,2.43526,0.019976,442802960,442803960,0.1,100,184.557449,-5.78436
1539884242.9910405,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442802950_442803950/T442802950_442803950_E0.1_100_P184.557449_-5.78436",NULL,40581,"Crab-1",184.557,-5.7843,-1,-1,0.321054843852633,13.9659,111.232,2.4386,0.0199381,442802950,442803950,0.1,100,184.557449,-5.78436
1539884220.818528,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442802940_442803940/T442802940_442803940_E0.1_100_P184.557449_-5.78436",NULL,40575,"Crab-1",184.557,-5.7843,-1,-1,0.321144598276359,13.9812,111.151,2.44331,0.0200564,442802940,442803940,0.1,100,184.557449,-5.78436
1539884219.8721273,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442802930_442803930/T442802930_442803930_E0.1_100_P184.557449_-5.78436",NULL,40574,"Crab-1",184.557,-5.7843,-1,-1,0.320679932678078,13.9343,111.116,2.43935,0.0200278,442802930,442803930,0.1,100,184.557449,-5.78436
1539884214.5188684,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442802920_442803920/T442802920_442803920_E0.1_100_P184.557449_-5.78436",NULL,40573,"Crab-1",184.557,-5.7843,-1,-1,0.319958090942197,13.8708,110.885,2.43861,0.0200286,442802920,442803920,0.1,100,184.557449,-5.78436
1539884212.7276943,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442802910_442803910/T442802910_442803910_E0.1_100_P184.557449_-5.78436",NULL,40572,"Crab-1",184.557,-5.7843,-1,-1,0.320525504539724,13.9328,110.981,2.44277,0.0200165,442802910,442803910,0.1,100,184.557449,-5.78436
1539884209.285676,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442802900_442803900/T442802900_442803900_E0.1_100_P184.557449_-5.78436",NULL,40571,"Crab-1",184.557,-5.7843,-1,-1,0.320111681642619,13.9213,110.598,2.45167,0.020149,442802900,442803900,0.1,100,184.557449,-5.78436
1539884205.8788545,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442802890_442803890/T442802890_442803890_E0.1_100_P184.557449_-5.78436",NULL,40570,"Crab-1",184.557,-5.7843,-1,-1,0.319957641920446,13.9012,110.547,2.45054,0.020151,442802890,442803890,0.1,100,184.557449,-5.78436
1539884203.1929867,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442802880_442803880/T442802880_442803880_E0.1_100_P184.557449_-5.78436",NULL,40569,"Crab-1",184.557,-5.7843,-1,-1,0.319655864768316,13.8783,110.386,2.45218,0.0202019,442802880,442803880,0.1,100,184.557449,-5.78436
1539884199.6681373,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442802870_442803870/T442802870_442803870_E0.1_100_P184.557449_-5.78436",NULL,40568,"Crab-1",184.557,-5.7843,-1,-1,0.319386219036862,13.853,110.128,2.45469,0.0202723,442802870,442803870,0.1,100,184.557449,-5.78436
1539884197.3704836,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442802860_442803860/T442802860_442803860_E0.1_100_P184.557449_-5.78436",NULL,40567,"Crab-1",184.557,-5.7843,-1,-1,0.319072714510181,13.8198,109.907,2.45409,0.0202785,442802860,442803860,0.1,100,184.557449,-5.78436
1539884192.2848885,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442802850_442803850/T442802850_442803850_E0.1_100_P184.557449_-5.78436",NULL,40565,"Crab-1",184.557,-5.7843,-1,-1,0.319825991494923,13.8797,110.263,2.45257,0.0202566,442802850,442803850,0.1,100,184.557449,-5.78436
1539884193.3233876,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442802840_442803840/T442802840_442803840_E0.1_100_P184.557449_-5.78436",NULL,40566,"Crab-1",184.557,-5.7843,-1,-1,0.320408629082136,13.9344,110.446,2.45319,0.0201327,442802840,442803840,0.1,100,184.557449,-5.78436
1539884182.2498214,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442802830_442803830/T442802830_442803830_E0.1_100_P184.557449_-5.78436",NULL,40563,"Crab-1",184.557,-5.7843,-1,-1,0.319409889100665,13.8412,109.959,2.4535,0.0201717,442802830,442803830,0.1,100,184.557449,-5.78436
1539884176.859509,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442802820_442803820/T442802820_442803820_E0.1_100_P184.557449_-5.78436",NULL,40562,"Crab-1",184.557,-5.7843,-1,-1,0.319226103515303,13.8164,109.911,2.4515,0.0202025,442802820,442803820,0.1,100,184.557449,-5.78436
1539884185.9952953,"/data01/ANALYSIS3.local/CTA-SOUTH/DREVT3_CTA_O1/ctools-lc_LC1000-shift10/T442802810_442803810/T442802810_442803810_E0.1_100_P184.557449_-5.78436",NULL,40564,"Crab-1",184.557,-5.7843,-1,-1,0.32034111329844,13.934,110.266,2.45641,0.0202034,442802810,442803810,0.1,100,184.557449,-5.78436
